0	0	0	0	0	0	0	0	0	0	0	0	Richie_Ashburn	2005
0	0	0	0	0	0	0	0	0	0	0	0	Richie_Ashburn	2006
0	0	0	0	0	0	0	0	0	0	0	47.409	Richie_Ashburn	2007
56.600	51.806	65.323	165.097	107.613	102.871	308.455	83.645	82.129	207.032	71.097	49.258	Richie_Ashburn	2008
65.419	63.548	71.645	599.419	112.194	103.290	123.935	137.774	79.700	177.903	195.452	55.452	Richie_Ashburn	2009
56.387	63.710	108.935	353.387	169.161	78.452	104.226	158.000	128.968	138.710	75.323	81.516	Richie_Ashburn	2010
81.129	88.871	84.097	104.194	95.935	107.000	137.065	148.839	87.065	77.839	58.677	61.161	Richie_Ashburn	2011
78.806	106.581	77.065	141.871	115.452	117.387	120.516	212.194	163.548	105.065	97.613	73.161	Richie_Ashburn	2012
88.097	214.323	137.323	193.258	118.194	104.194	230.935	115.000	80.968	75.903	56.548	50.387	Richie_Ashburn	2013
0	0	0	0	0	0	0	0	0	0	0	0	Carlos_Baerga	2005
0	0	0	0	0	0	0	0	0	0	0	0	Carlos_Baerga	2006
0	0	0	0	0	0	0	0	0	0	0	28.409	Carlos_Baerga	2007
30.700	30.710	36.258	77.161	56.194	47.355	50.545	53.323	40.226	43.000	31.419	31.774	Carlos_Baerga	2008
45.581	54.097	114.742	58.677	62.032	55.742	82.903	64.742	43.700	49.065	53.097	31.323	Carlos_Baerga	2009
42.387	34.452	38.581	53.032	53.323	38.419	57.161	68.484	48.097	60.935	51.226	58.258	Carlos_Baerga	2010
71.065	40.742	43.032	69.129	62.290	59.806	78.161	68.774	36.419	38.774	38.839	27.581	Carlos_Baerga	2011
35.871	56.871	49.097	72.871	74.742	91.419	99.194	60.806	53.355	73.226	41.290	38.419	Carlos_Baerga	2012
45.581	77.323	110.871	71.645	61.839	79.000	60.161	48.645	33.742	40.452	25.323	26.677	Carlos_Baerga	2013
0	0	0	0	0	0	0	0	0	0	0	0	Jeff_Bagwell	2005
0	0	0	0	0	0	0	0	0	0	0	0	Jeff_Bagwell	2006
0	0	0	0	0	0	0	0	0	0	0	144.091	Jeff_Bagwell	2007
108.267	100.774	113.161	224.000	269.258	210.452	216.273	190.774	135.419	134.097	91.290	100.935	Jeff_Bagwell	2008
133.677	157.387	168.968	277.129	259.645	260.097	383.645	271.548	165.767	164.000	144.032	140.419	Jeff_Bagwell	2009
262.452	138.903	155.065	261.935	233.226	167.032	338.065	419.290	193.613	273.806	166.323	275.226	Jeff_Bagwell	2010
489.774	132.387	151.548	266.161	288.645	231.839	396.258	231.581	499.032	266.161	139.000	202.452	Jeff_Bagwell	2011
412.677	141.548	148.968	222.710	298.194	265.710	298.032	234.161	179.419	216.097	220.968	206.774	Jeff_Bagwell	2012
